Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M4/2694A,01/01/2023 00:00:00,11:59:00,47,622,18,14,9,,,,,,,,,,,,,,,69,663
M4/2694A,01/01/2023 00:00:00,12:14:00,48,650,21,28,5,,,,,,,,,,,,,,,70,704
M4/2694A,01/01/2023 00:00:00,12:29:00,49,669,25,9,10,,,,,,,,,,,,,,,70,713
M4/2694A,01/01/2023 00:00:00,12:44:00,50,667,22,18,10,,,,,,,,,,,,,,,70,717
M4/2694A,01/01/2023 00:00:00,12:59:00,51,646,25,14,9,,,,,,,,,,,,,,,69,694
M4/2694A,01/01/2023 00:00:00,13:14:00,52,651,16,14,4,,,,,,,,,,,,,,,69,685
M4/2694A,01/01/2023 00:00:00,13:29:00,53,658,16,14,7,,,,,,,,,,,,,,,70,695
M4/2694A,01/01/2023 00:00:00,13:44:00,54,639,25,7,6,,,,,,,,,,,,,,,70,677
M4/2694A,01/01/2023 00:00:00,13:59:00,55,610,15,7,7,,,,,,,,,,,,,,,69,639
M4/2694A,01/01/2023 00:00:00,14:14:00,56,626,13,11,8,,,,,,,,,,,,,,,71,658
M4/2694A,01/01/2023 00:00:00,14:29:00,57,631,30,13,4,,,,,,,,,,,,,,,71,678
M4/2694A,01/01/2023 00:00:00,14:44:00,58,631,17,11,13,,,,,,,,,,,,,,,71,672
M4/2694A,01/01/2023 00:00:00,14:59:00,59,609,13,8,12,,,,,,,,,,,,,,,70,642
M4/2694A,01/01/2023 00:00:00,15:14:00,60,573,20,14,14,,,,,,,,,,,,,,,70,621
M4/2694A,01/01/2023 00:00:00,15:29:00,61,666,19,13,7,,,,,,,,,,,,,,,72,705
M4/2694A,01/01/2023 00:00:00,15:44:00,62,638,27,15,8,,,,,,,,,,,,,,,70,688
M4/2694A,01/01/2023 00:00:00,15:59:00,63,570,25,13,9,,,,,,,,,,,,,,,70,617
M4/2694A,01/01/2023 00:00:00,16:14:00,64,552,15,7,9,,,,,,,,,,,,,,,71,583
M4/2694A,01/01/2023 00:00:00,16:29:00,65,603,12,14,5,,,,,,,,,,,,,,,69,634
M4/2694A,01/01/2023 00:00:00,16:44:00,66,544,17,14,8,,,,,,,,,,,,,,,70,583
M4/2694A,01/01/2023 00:00:00,16:59:00,67,575,21,10,12,,,,,,,,,,,,,,,69,618
M4/2694A,01/01/2023 00:00:00,17:14:00,68,513,20,14,4,,,,,,,,,,,,,,,71,551
M4/2694A,01/01/2023 00:00:00,17:29:00,69,501,17,15,2,,,,,,,,,,,,,,,70,535
M4/2694A,01/01/2023 00:00:00,17:44:00,70,492,21,8,10,,,,,,,,,,,,,,,68,531
M4/2694A,01/01/2023 00:00:00,17:59:00,71,462,18,12,13,,,,,,,,,,,,,,,69,505
M4/2694A,01/01/2023 00:00:00,18:14:00,72,451,18,12,10,,,,,,,,,,,,,,,69,491
M4/2694A,01/01/2023 00:00:00,18:29:00,73,452,16,15,9,,,,,,,,,,,,,,,69,492
M4/2694A,01/01/2023 00:00:00,18:44:00,74,462,18,18,14,,,,,,,,,,,,,,,69,512
M4/2694A,01/01/2023 00:00:00,18:59:00,75,407,13,14,9,,,,,,,,,,,,,,,70,443
M4/2694A,01/01/2023 00:00:00,19:14:00,76,419,14,15,8,,,,,,,,,,,,,,,69,456
M4/2694A,01/01/2023 00:00:00,19:29:00,77,391,13,12,8,,,,,,,,,,,,,,,69,424
M4/2694A,01/01/2023 00:00:00,19:44:00,78,326,26,11,6,,,,,,,,,,,,,,,69,369
M4/2694A,01/01/2023 00:00:00,19:59:00,79,315,10,12,11,,,,,,,,,,,,,,,68,348
M4/2694A,01/01/2023 00:00:00,20:14:00,80,281,14,9,2,,,,,,,,,,,,,,,70,306
M4/2694A,01/01/2023 00:00:00,20:29:00,81,277,11,7,7,,,,,,,,,,,,,,,69,302
M4/2694A,01/01/2023 00:00:00,20:44:00,82,236,9,10,5,,,,,,,,,,,,,,,70,260
M4/2694A,01/01/2023 00:00:00,20:59:00,83,218,10,9,13,,,,,,,,,,,,,,,70,250
M4/2694A,01/01/2023 00:00:00,21:14:00,84,214,4,13,5,,,,,,,,,,,,,,,70,236
M4/2694A,01/01/2023 00:00:00,21:29:00,85,205,7,8,7,,,,,,,,,,,,,,,70,227
M4/2694A,01/01/2023 00:00:00,21:44:00,86,202,6,6,7,,,,,,,,,,,,,,,68,221
M4/2694A,01/01/2023 00:00:00,21:59:00,87,157,8,7,8,,,,,,,,,,,,,,,68,180
M4/2694A,01/01/2023 00:00:00,22:14:00,88,147,7,9,4,,,,,,,,,,,,,,,69,167
M4/2694A,01/01/2023 00:00:00,22:29:00,89,135,6,4,5,,,,,,,,,,,,,,,67,150
M4/2694A,01/01/2023 00:00:00,22:44:00,90,111,8,8,11,,,,,,,,,,,,,,,67,138
M4/2694A,01/01/2023 00:00:00,22:59:00,91,133,6,2,5,,,,,,,,,,,,,,,66,146
M4/2694A,01/01/2023 00:00:00,23:14:00,92,97,3,4,10,,,,,,,,,,,,,,,65,114
M4/2694A,01/01/2023 00:00:00,23:29:00,93,93,2,1,10,,,,,,,,,,,,,,,64,106
M4/2694A,01/01/2023 00:00:00,23:44:00,94,88,2,3,7,,,,,,,,,,,,,,,65,100
M4/2694A,01/01/2023 00:00:00,23:59:00,95,71,3,2,10,,,,,,,,,,,,,,,66,86
M4/2694A,02/01/2023 00:00:00,00:14:00,0,66,0,3,7,,,,,,,,,,,,,,,67,76
M4/2694A,02/01/2023 00:00:00,00:29:00,1,55,1,1,6,,,,,,,,,,,,,,,66,63
M4/2694A,02/01/2023 00:00:00,00:44:00,2,61,1,4,9,,,,,,,,,,,,,,,65,75
M4/2694A,02/01/2023 00:00:00,00:59:00,3,49,1,3,9,,,,,,,,,,,,,,,65,62
M4/2694A,02/01/2023 00:00:00,01:14:00,4,38,2,6,13,,,,,,,,,,,,,,,68,59
M4/2694A,02/01/2023 00:00:00,01:29:00,5,35,0,2,4,,,,,,,,,,,,,,,66,41
M4/2694A,02/01/2023 00:00:00,01:44:00,6,42,1,3,5,,,,,,,,,,,,,,,65,51
M4/2694A,02/01/2023 00:00:00,01:59:00,7,32,0,4,9,,,,,,,,,,,,,,,64,45
M4/2694A,02/01/2023 00:00:00,02:14:00,8,18,1,0,9,,,,,,,,,,,,,,,64,28
M4/2694A,02/01/2023 00:00:00,02:29:00,9,16,2,0,6,,,,,,,,,,,,,,,63,24
M4/2694A,02/01/2023 00:00:00,02:44:00,10,19,0,1,5,,,,,,,,,,,,,,,64,25
M4/2694A,02/01/2023 00:00:00,02:59:00,11,12,2,2,7,,,,,,,,,,,,,,,63,23
M4/2694A,02/01/2023 00:00:00,03:14:00,12,18,3,0,2,,,,,,,,,,,,,,,64,23
M4/2694A,02/01/2023 00:00:00,03:29:00,13,15,1,1,4,,,,,,,,,,,,,,,64,21
M4/2694A,02/01/2023 00:00:00,03:44:00,14,21,2,0,6,,,,,,,,,,,,,,,63,29
M4/2694A,02/01/2023 00:00:00,03:59:00,15,20,2,0,6,,,,,,,,,,,,,,,63,28
M4/2694A,02/01/2023 00:00:00,04:14:00,16,20,0,1,9,,,,,,,,,,,,,,,62,30
M4/2694A,02/01/2023 00:00:00,04:29:00,17,18,1,2,6,,,,,,,,,,,,,,,63,27
M4/2694A,02/01/2023 00:00:00,04:44:00,18,23,1,3,7,,,,,,,,,,,,,,,63,34
M4/2694A,02/01/2023 00:00:00,04:59:00,19,30,2,1,12,,,,,,,,,,,,,,,61,45
M4/2694A,02/01/2023 00:00:00,05:14:00,20,24,1,2,8,,,,,,,,,,,,,,,63,35
M4/2694A,02/01/2023 00:00:00,05:29:00,21,27,4,1,10,,,,,,,,,,,,,,,60,42
M4/2694A,02/01/2023 00:00:00,05:43:00,22,43,1,4,12,,,,,,,,,,,,,,,60,60
M4/2694A,02/01/2023 00:00:00,05:59:00,23,90,0,0,0,,,,,,,,,,,,,,,62,90
M4/2694A,02/01/2023 00:00:00,06:14:00,24,79,4,2,8,,,,,,,,,,,,,,,63,93
M4/2694A,02/01/2023 00:00:00,06:29:00,25,85,5,8,9,,,,,,,,,,,,,,,62,107
M4/2694A,02/01/2023 00:00:00,06:44:00,26,94,5,4,9,,,,,,,,,,,,,,,62,112
M4/2694A,02/01/2023 00:00:00,06:59:00,27,114,8,6,7,,,,,,,,,,,,,,,62,135
M4/2694A,02/01/2023 00:00:00,07:14:00,28,133,6,3,10,,,,,,,,,,,,,,,61,152
M4/2694A,02/01/2023 00:00:00,07:29:00,29,157,7,8,9,,,,,,,,,,,,,,,63,181
M4/2694A,02/01/2023 00:00:00,07:44:00,30,166,8,7,9,,,,,,,,,,,,,,,65,190
M4/2694A,02/01/2023 00:00:00,07:59:00,31,156,8,12,7,,,,,,,,,,,,,,,65,183
M4/2694A,02/01/2023 00:00:00,08:14:00,32,179,11,9,18,,,,,,,,,,,,,,,67,217
M4/2694A,02/01/2023 00:00:00,08:29:00,33,196,11,9,12,,,,,,,,,,,,,,,64,228
M4/2694A,02/01/2023 00:00:00,08:44:00,34,239,9,12,16,,,,,,,,,,,,,,,66,276
M4/2694A,02/01/2023 00:00:00,08:59:00,35,242,13,9,16,,,,,,,,,,,,,,,66,280
M4/2694A,02/01/2023 00:00:00,09:14:00,36,285,11,4,29,,,,,,,,,,,,,,,67,329
M4/2694A,02/01/2023 00:00:00,09:29:00,37,338,12,12,17,,,,,,,,,,,,,,,66,379
M4/2694A,02/01/2023 00:00:00,09:44:00,38,452,18,16,17,,,,,,,,,,,,,,,67,503
M4/2694A,02/01/2023 00:00:00,09:59:00,39,397,15,14,14,,,,,,,,,,,,,,,68,440
M4/2694A,02/01/2023 00:00:00,10:14:00,40,559,22,17,23,,,,,,,,,,,,,,,68,621
M4/2694A,02/01/2023 00:00:00,10:29:00,41,586,22,21,15,,,,,,,,,,,,,,,67,644
M4/2694A,02/01/2023 00:00:00,10:44:00,42,668,29,23,16,,,,,,,,,,,,,,,69,736
M4/2694A,02/01/2023 00:00:00,10:59:00,43,713,19,21,14,,,,,,,,,,,,,,,68,767
M4/2694A,02/01/2023 00:00:00,11:14:00,44,807,29,26,21,,,,,,,,,,,,,,,69,883
M4/2694A,02/01/2023 00:00:00,11:29:00,45,846,32,15,22,,,,,,,,,,,,,,,69,915
M4/2694A,02/01/2023 00:00:00,11:44:00,46,847,30,27,21,,,,,,,,,,,,,,,70,925
M4/2694A,02/01/2023 00:00:00,11:59:00,47,814,38,22,17,,,,,,,,,,,,,,,70,891
M4/2694A,02/01/2023 00:00:00,12:14:00,48,837,33,24,16,,,,,,,,,,,,,,,70,910
M4/2694A,02/01/2023 00:00:00,12:29:00,49,818,16,27,14,,,,,,,,,,,,,,,70,875
M4/2694A,02/01/2023 00:00:00,12:44:00,50,851,22,22,26,,,,,,,,,,,,,,,70,921
M4/2694A,02/01/2023 00:00:00,12:59:00,51,817,28,28,16,,,,,,,,,,,,,,,71,889
M4/2694A,02/01/2023 00:00:00,13:14:00,52,778,36,24,17,,,,,,,,,,,,,,,71,855
M4/2694A,02/01/2023 00:00:00,13:29:00,53,809,27,22,14,,,,,,,,,,,,,,,70,872
M4/2694A,02/01/2023 00:00:00,13:44:00,54,739,26,23,22,,,,,,,,,,,,,,,71,810
M4/2694A,02/01/2023 00:00:00,13:59:00,55,867,31,26,22,,,,,,,,,,,,,,,69,946
M4/2694A,02/01/2023 00:00:00,14:14:00,56,761,23,17,24,,,,,,,,,,,,,,,71,825
M4/2694A,02/01/2023 00:00:00,14:29:00,57,764,24,24,22,,,,,,,,,,,,,,,72,834
M4/2694A,02/01/2023 00:00:00,14:44:00,58,783,33,16,19,,,,,,,,,,,,,,,71,851
M4/2694A,02/01/2023 00:00:00,14:59:00,59,729,24,20,16,,,,,,,,,,,,,,,71,789
M4/2694A,02/01/2023 00:00:00,15:14:00,60,725,29,13,28,,,,,,,,,,,,,,,71,795
M4/2694A,02/01/2023 00:00:00,15:29:00,61,738,15,15,16,,,,,,,,,,,,,,,71,784
M4/2694A,02/01/2023 00:00:00,15:44:00,62,686,29,10,16,,,,,,,,,,,,,,,72,741
M4/2694A,02/01/2023 00:00:00,15:59:00,63,717,19,10,26,,,,,,,,,,,,,,,71,772
M4/2694A,02/01/2023 00:00:00,16:14:00,64,678,23,16,20,,,,,,,,,,,,,,,70,737
M4/2694A,02/01/2023 00:00:00,16:29:00,65,709,28,16,18,,,,,,,,,,,,,,,70,771
M4/2694A,02/01/2023 00:00:00,16:44:00,66,671,24,24,22,,,,,,,,,,,,,,,70,741
M4/2694A,02/01/2023 00:00:00,16:59:00,67,695,16,22,15,,,,,,,,,,,,,,,69,748
M4/2694A,02/01/2023 00:00:00,17:14:00,68,689,23,15,24,,,,,,,,,,,,,,,69,751
M4/2694A,02/01/2023 00:00:00,17:29:00,69,603,23,18,23,,,,,,,,,,,,,,,69,667
M4/2694A,02/01/2023 00:00:00,17:44:00,70,489,32,13,20,,,,,,,,,,,,,,,67,554
M4/2694A,02/01/2023 00:00:00,17:59:00,71,504,35,29,18,,,,,,,,,,,,,,,45,586
M4/2694A,02/01/2023 00:00:00,18:14:00,72,473,21,18,21,,,,,,,,,,,,,,,42,533
M4/2694A,02/01/2023 00:00:00,18:29:00,73,477,22,18,13,,,,,,,,,,,,,,,42,530
M4/2694A,02/01/2023 00:00:00,18:44:00,74,505,24,18,24,,,,,,,,,,,,,,,42,571
M4/2694A,02/01/2023 00:00:00,18:59:00,75,459,21,12,22,,,,,,,,,,,,,,,53,514
M4/2694A,02/01/2023 00:00:00,19:14:00,76,373,19,23,15,,,,,,,,,,,,,,,55,430
M4/2694A,02/01/2023 00:00:00,19:29:00,77,399,18,16,17,,,,,,,,,,,,,,,57,450
M4/2694A,02/01/2023 00:00:00,19:44:00,78,344,14,17,10,,,,,,,,,,,,,,,58,385
M4/2694A,02/01/2023 00:00:00,19:59:00,79,343,29,15,16,,,,,,,,,,,,,,,59,403
M4/2694A,02/01/2023 00:00:00,20:14:00,80,319,22,19,19,,,,,,,,,,,,,,,56,379
M4/2694A,02/01/2023 00:00:00,20:29:00,81,273,12,12,15,,,,,,,,,,,,,,,58,312
M4/2694A,02/01/2023 00:00:00,20:44:00,82,294,20,14,15,,,,,,,,,,,,,,,56,343
M4/2694A,02/01/2023 00:00:00,20:59:00,83,282,27,13,22,,,,,,,,,,,,,,,55,344
M4/2694A,02/01/2023 00:00:00,21:14:00,84,264,16,13,17,,,,,,,,,,,,,,,56,310
M4/2694A,02/01/2023 00:00:00,21:29:00,85,247,17,14,14,,,,,,,,,,,,,,,58,292
M4/2694A,02/01/2023 00:00:00,21:44:00,86,236,8,12,15,,,,,,,,,,,,,,,58,271
M4/2694A,02/01/2023 00:00:00,21:59:00,87,205,13,11,17,,,,,,,,,,,,,,,57,246
M4/2694A,02/01/2023 00:00:00,22:14:00,88,212,8,10,20,,,,,,,,,,,,,,,56,250
M4/2694A,02/01/2023 00:00:00,22:29:00,89,195,2,8,21,,,,,,,,,,,,,,,64,226
M4/2694A,02/01/2023 00:00:00,22:44:00,90,163,3,4,12,,,,,,,,,,,,,,,66,182
M4/2694A,02/01/2023 00:00:00,22:59:00,91,128,6,5,17,,,,,,,,,,,,,,,66,156
M4/2694A,02/01/2023 00:00:00,23:14:00,92,123,3,6,19,,,,,,,,,,,,,,,68,151
M4/2694A,02/01/2023 00:00:00,23:29:00,93,119,5,6,17,,,,,,,,,,,,,,,66,147
M4/2694A,02/01/2023 00:00:00,23:44:00,94,105,5,0,12,,,,,,,,,,,,,,,65,122
M4/2694A,02/01/2023 00:00:00,23:59:00,95,89,6,2,21,,,,,,,,,,,,,,,64,118
M4/2694A,03/01/2023 00:00:00,00:14:00,0,69,4,2,9,,,,,,,,,,,,,,,64,84
M4/2694A,03/01/2023 00:00:00,00:29:00,1,57,1,2,18,,,,,,,,,,,,,,,63,78
M4/2694A,03/01/2023 00:00:00,00:44:00,2,57,4,3,17,,,,,,,,,,,,,,,63,81
M4/2694A,03/01/2023 00:00:00,00:59:00,3,51,6,1,17,,,,,,,,,,,,,,,65,75
M4/2694A,03/01/2023 00:00:00,01:14:00,4,41,3,3,11,,,,,,,,,,,,,,,65,58
M4/2694A,03/01/2023 00:00:00,01:29:00,5,52,1,5,9,,,,,,,,,,,,,,,61,67
M4/2694A,03/01/2023 00:00:00,01:44:00,6,34,2,1,12,,,,,,,,,,,,,,,62,49
M4/2694A,03/01/2023 00:00:00,01:59:00,7,35,4,5,18,,,,,,,,,,,,,,,60,62
M4/2694A,03/01/2023 00:00:00,02:14:00,8,32,0,6,7,,,,,,,,,,,,,,,61,45
M4/2694A,03/01/2023 00:00:00,02:29:00,9,36,5,2,13,,,,,,,,,,,,,,,61,56
M4/2694A,03/01/2023 00:00:00,02:44:00,10,25,5,3,12,,,,,,,,,,,,,,,61,45
M4/2694A,03/01/2023 00:00:00,02:59:00,11,22,2,3,9,,,,,,,,,,,,,,,60,36
M4/2694A,03/01/2023 00:00:00,03:14:00,12,22,3,2,9,,,,,,,,,,,,,,,60,36
M4/2694A,03/01/2023 00:00:00,03:29:00,13,24,1,1,13,,,,,,,,,,,,,,,60,39
M4/2694A,03/01/2023 00:00:00,03:44:00,14,37,3,2,12,,,,,,,,,,,,,,,64,54
M4/2694A,03/01/2023 00:00:00,03:59:00,15,23,8,3,15,,,,,,,,,,,,,,,61,49
M4/2694A,03/01/2023 00:00:00,04:14:00,16,27,1,3,9,,,,,,,,,,,,,,,59,40
M4/2694A,03/01/2023 00:00:00,04:29:00,17,37,1,3,16,,,,,,,,,,,,,,,59,57
M4/2694A,03/01/2023 00:00:00,04:44:00,18,50,4,2,16,,,,,,,,,,,,,,,59,72
M4/2694A,03/01/2023 00:00:00,04:59:00,19,67,8,6,17,,,,,,,,,,,,,,,57,98
M4/2694A,03/01/2023 00:00:00,05:14:00,20,83,7,9,16,,,,,,,,,,,,,,,58,115
M4/2694A,03/01/2023 00:00:00,05:29:00,21,99,12,5,20,,,,,,,,,,,,,,,58,136
M4/2694A,03/01/2023 00:00:00,05:44:00,22,142,15,7,16,,,,,,,,,,,,,,,59,180
M4/2694A,03/01/2023 00:00:00,05:59:00,23,174,16,5,35,,,,,,,,,,,,,,,59,230
M4/2694A,03/01/2023 00:00:00,06:14:00,24,242,16,15,27,,,,,,,,,,,,,,,60,300
M4/2694A,03/01/2023 00:00:00,06:29:00,25,313,23,17,34,,,,,,,,,,,,,,,61,387
M4/2694A,03/01/2023 00:00:00,06:44:00,26,383,34,20,35,,,,,,,,,,,,,,,61,472
M4/2694A,03/01/2023 00:00:00,06:59:00,27,425,34,27,24,,,,,,,,,,,,,,,63,510
M4/2694A,03/01/2023 00:00:00,07:14:00,28,480,34,30,36,,,,,,,,,,,,,,,62,580
M4/2694A,03/01/2023 00:00:00,07:29:00,29,589,50,39,28,,,,,,,,,,,,,,,62,706
M4/2694A,03/01/2023 00:00:00,07:44:00,30,732,62,47,24,,,,,,,,,,,,,,,64,865
M4/2694A,03/01/2023 00:00:00,07:59:00,31,636,60,46,33,,,,,,,,,,,,,,,65,775
M4/2694A,03/01/2023 00:00:00,08:14:00,32,650,52,49,39,,,,,,,,,,,,,,,64,790
M4/2694A,03/01/2023 00:00:00,08:29:00,33,647,37,59,44,,,,,,,,,,,,,,,66,787
M4/2694A,03/01/2023 00:00:00,08:44:00,34,564,45,44,36,,,,,,,,,,,,,,,66,689
M4/2694A,03/01/2023 00:00:00,08:59:00,35,492,43,49,44,,,,,,,,,,,,,,,66,628
M4/2694A,03/01/2023 00:00:00,09:14:00,36,427,40,35,34,,,,,,,,,,,,,,,66,536
M4/2694A,03/01/2023 00:00:00,09:29:00,37,446,38,48,44,,,,,,,,,,,,,,,67,576
M4/2694A,03/01/2023 00:00:00,09:44:00,38,453,44,48,33,,,,,,,,,,,,,,,67,578
M4/2694A,03/01/2023 00:00:00,09:59:00,39,423,36,43,36,,,,,,,,,,,,,,,66,538
M4/2694A,03/01/2023 00:00:00,10:14:00,40,399,30,57,37,,,,,,,,,,,,,,,67,523
M4/2694A,03/01/2023 00:00:00,10:29:00,41,514,47,36,39,,,,,,,,,,,,,,,67,636
M4/2694A,03/01/2023 00:00:00,10:44:00,42,502,42,57,45,,,,,,,,,,,,,,,68,646
M4/2694A,03/01/2023 00:00:00,10:59:00,43,522,34,46,37,,,,,,,,,,,,,,,66,639
M4/2694A,03/01/2023 00:00:00,11:14:00,44,434,47,40,54,,,,,,,,,,,,,,,69,575
M4/2694A,03/01/2023 00:00:00,11:29:00,45,514,39,62,50,,,,,,,,,,,,,,,49,665
M4/2694A,03/01/2023 00:00:00,11:44:00,46,523,42,45,33,,,,,,,,,,,,,,,66,643
M4/2694A,03/01/2023 00:00:00,11:59:00,47,643,44,64,50,,,,,,,,,,,,,,,64,801
M4/2694A,03/01/2023 00:00:00,12:14:00,48,554,41,53,30,,,,,,,,,,,,,,,67,678
M4/2694A,03/01/2023 00:00:00,12:29:00,49,493,52,49,49,,,,,,,,,,,,,,,68,643
M4/2694A,03/01/2023 00:00:00,12:44:00,50,579,37,58,47,,,,,,,,,,,,,,,69,721
M4/2694A,03/01/2023 00:00:00,12:59:00,51,535,46,58,55,,,,,,,,,,,,,,,67,694
M4/2694A,03/01/2023 00:00:00,13:14:00,52,474,49,63,44,,,,,,,,,,,,,,,65,630
M4/2694A,03/01/2023 00:00:00,13:29:00,53,546,50,48,42,,,,,,,,,,,,,,,54,686
M4/2694A,03/01/2023 00:00:00,13:44:00,54,573,57,53,34,,,,,,,,,,,,,,,62,717
M4/2694A,03/01/2023 00:00:00,13:59:00,55,497,39,52,32,,,,,,,,,,,,,,,65,620
M4/2694A,03/01/2023 00:00:00,14:14:00,56,573,46,32,49,,,,,,,,,,,,,,,66,700
M4/2694A,03/01/2023 00:00:00,14:29:00,57,556,53,43,42,,,,,,,,,,,,,,,67,694
M4/2694A,03/01/2023 00:00:00,14:44:00,58,490,50,59,40,,,,,,,,,,,,,,,70,639
M4/2694A,03/01/2023 00:00:00,14:59:00,59,569,44,51,31,,,,,,,,,,,,,,,68,695
