Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M4/2694B,01/01/2023 00:00:00,12:44:00,50,680,9,15,7,,,,,,,,,,,,,,,68,711
M4/2694B,01/01/2023 00:00:00,12:59:00,51,734,10,16,8,,,,,,,,,,,,,,,68,768
M4/2694B,01/01/2023 00:00:00,13:14:00,52,784,9,8,3,,,,,,,,,,,,,,,68,804
M4/2694B,01/01/2023 00:00:00,13:29:00,53,750,10,6,7,,,,,,,,,,,,,,,68,773
M4/2694B,01/01/2023 00:00:00,13:44:00,54,488,2,8,5,,,,,,,,,,,,,,,67,503
M4/2694B,01/01/2023 00:00:00,13:59:00,55,1127,17,23,8,,,,,,,,,,,,,,,68,1175
M4/2694B,01/01/2023 00:00:00,14:14:00,56,876,8,21,12,,,,,,,,,,,,,,,69,917
M4/2694B,01/01/2023 00:00:00,14:29:00,57,786,5,12,8,,,,,,,,,,,,,,,69,811
M4/2694B,01/01/2023 00:00:00,14:44:00,58,817,5,15,10,,,,,,,,,,,,,,,69,847
M4/2694B,01/01/2023 00:00:00,14:59:00,59,793,5,12,13,,,,,,,,,,,,,,,68,823
M4/2694B,01/01/2023 00:00:00,15:14:00,60,843,10,16,6,,,,,,,,,,,,,,,70,875
M4/2694B,01/01/2023 00:00:00,15:29:00,61,878,7,15,10,,,,,,,,,,,,,,,71,910
M4/2694B,01/01/2023 00:00:00,15:44:00,62,920,11,16,9,,,,,,,,,,,,,,,70,956
M4/2694B,01/01/2023 00:00:00,15:59:00,63,861,11,11,15,,,,,,,,,,,,,,,70,898
M4/2694B,01/01/2023 00:00:00,16:14:00,64,860,7,15,9,,,,,,,,,,,,,,,68,891
M4/2694B,01/01/2023 00:00:00,16:29:00,65,814,11,14,7,,,,,,,,,,,,,,,67,846
M4/2694B,01/01/2023 00:00:00,16:44:00,66,822,10,7,13,,,,,,,,,,,,,,,68,852
M4/2694B,01/01/2023 00:00:00,16:59:00,67,782,17,19,6,,,,,,,,,,,,,,,66,824
M4/2694B,01/01/2023 00:00:00,17:14:00,68,740,10,20,6,,,,,,,,,,,,,,,65,776
M4/2694B,01/01/2023 00:00:00,17:29:00,69,704,7,19,10,,,,,,,,,,,,,,,65,740
M4/2694B,01/01/2023 00:00:00,17:44:00,70,679,15,13,13,,,,,,,,,,,,,,,64,720
M4/2694B,01/01/2023 00:00:00,17:59:00,71,649,10,15,4,,,,,,,,,,,,,,,64,678
M4/2694B,01/01/2023 00:00:00,18:14:00,72,667,14,15,11,,,,,,,,,,,,,,,64,707
M4/2694B,01/01/2023 00:00:00,18:29:00,73,630,11,6,12,,,,,,,,,,,,,,,62,659
M4/2694B,01/01/2023 00:00:00,18:44:00,74,507,6,11,10,,,,,,,,,,,,,,,65,534
M4/2694B,01/01/2023 00:00:00,18:59:00,75,464,8,6,7,,,,,,,,,,,,,,,65,485
M4/2694B,01/01/2023 00:00:00,19:14:00,76,478,6,6,6,,,,,,,,,,,,,,,66,496
M4/2694B,01/01/2023 00:00:00,19:29:00,77,443,5,11,6,,,,,,,,,,,,,,,65,465
M4/2694B,01/01/2023 00:00:00,19:44:00,78,384,3,5,10,,,,,,,,,,,,,,,65,402
M4/2694B,01/01/2023 00:00:00,19:59:00,79,368,1,9,12,,,,,,,,,,,,,,,64,390
M4/2694B,01/01/2023 00:00:00,20:14:00,80,326,6,4,8,,,,,,,,,,,,,,,66,344
M4/2694B,01/01/2023 00:00:00,20:29:00,81,357,3,7,8,,,,,,,,,,,,,,,66,375
M4/2694B,01/01/2023 00:00:00,20:44:00,82,298,1,6,8,,,,,,,,,,,,,,,66,313
M4/2694B,01/01/2023 00:00:00,20:59:00,83,290,6,3,7,,,,,,,,,,,,,,,66,306
M4/2694B,01/01/2023 00:00:00,21:14:00,84,225,2,5,7,,,,,,,,,,,,,,,66,239
M4/2694B,01/01/2023 00:00:00,21:29:00,85,246,1,4,8,,,,,,,,,,,,,,,67,259
M4/2694B,01/01/2023 00:00:00,21:44:00,86,210,4,2,3,,,,,,,,,,,,,,,66,219
M4/2694B,01/01/2023 00:00:00,21:59:00,87,187,2,1,8,,,,,,,,,,,,,,,66,198
M4/2694B,01/01/2023 00:00:00,22:14:00,88,146,0,8,7,,,,,,,,,,,,,,,66,161
M4/2694B,01/01/2023 00:00:00,22:29:00,89,143,0,2,8,,,,,,,,,,,,,,,66,153
M4/2694B,01/01/2023 00:00:00,22:44:00,90,119,1,2,6,,,,,,,,,,,,,,,65,128
M4/2694B,01/01/2023 00:00:00,22:59:00,91,123,0,2,7,,,,,,,,,,,,,,,67,132
M4/2694B,01/01/2023 00:00:00,23:14:00,92,86,0,1,11,,,,,,,,,,,,,,,68,98
M4/2694B,01/01/2023 00:00:00,23:29:00,93,82,1,2,5,,,,,,,,,,,,,,,67,90
M4/2694B,01/01/2023 00:00:00,23:44:00,94,72,1,1,4,,,,,,,,,,,,,,,66,78
M4/2694B,01/01/2023 00:00:00,23:59:00,95,51,0,0,3,,,,,,,,,,,,,,,66,54
M4/2694B,02/01/2023 00:00:00,00:14:00,0,56,0,0,8,,,,,,,,,,,,,,,64,64
M4/2694B,02/01/2023 00:00:00,00:29:00,1,53,0,2,3,,,,,,,,,,,,,,,63,58
M4/2694B,02/01/2023 00:00:00,00:44:00,2,40,0,0,6,,,,,,,,,,,,,,,63,46
M4/2694B,02/01/2023 00:00:00,00:59:00,3,36,0,1,11,,,,,,,,,,,,,,,63,48
M4/2694B,02/01/2023 00:00:00,01:14:00,4,37,0,0,4,,,,,,,,,,,,,,,63,41
M4/2694B,02/01/2023 00:00:00,01:29:00,5,50,1,1,6,,,,,,,,,,,,,,,65,58
M4/2694B,02/01/2023 00:00:00,01:44:00,6,32,2,1,12,,,,,,,,,,,,,,,65,47
M4/2694B,02/01/2023 00:00:00,01:59:00,7,41,0,3,7,,,,,,,,,,,,,,,65,51
M4/2694B,02/01/2023 00:00:00,02:14:00,8,29,1,2,7,,,,,,,,,,,,,,,66,39
M4/2694B,02/01/2023 00:00:00,02:29:00,9,38,0,2,6,,,,,,,,,,,,,,,67,46
M4/2694B,02/01/2023 00:00:00,02:44:00,10,34,0,1,5,,,,,,,,,,,,,,,65,40
M4/2694B,02/01/2023 00:00:00,02:59:00,11,31,0,3,4,,,,,,,,,,,,,,,65,38
M4/2694B,02/01/2023 00:00:00,03:14:00,12,22,0,1,9,,,,,,,,,,,,,,,63,32
M4/2694B,02/01/2023 00:00:00,03:29:00,13,24,2,2,10,,,,,,,,,,,,,,,63,38
M4/2694B,02/01/2023 00:00:00,03:44:00,14,39,0,0,9,,,,,,,,,,,,,,,64,48
M4/2694B,02/01/2023 00:00:00,03:59:00,15,47,1,3,6,,,,,,,,,,,,,,,64,57
M4/2694B,02/01/2023 00:00:00,04:14:00,16,48,0,4,7,,,,,,,,,,,,,,,66,59
M4/2694B,02/01/2023 00:00:00,04:29:00,17,42,1,2,6,,,,,,,,,,,,,,,63,51
M4/2694B,02/01/2023 00:00:00,04:44:00,18,57,0,1,6,,,,,,,,,,,,,,,63,64
M4/2694B,02/01/2023 00:00:00,04:59:00,19,57,0,3,8,,,,,,,,,,,,,,,63,68
M4/2694B,02/01/2023 00:00:00,05:14:00,20,59,1,7,7,,,,,,,,,,,,,,,63,74
M4/2694B,02/01/2023 00:00:00,05:29:00,21,88,1,1,11,,,,,,,,,,,,,,,64,101
M4/2694B,02/01/2023 00:00:00,05:44:00,22,76,2,5,15,,,,,,,,,,,,,,,64,98
M4/2694B,02/01/2023 00:00:00,05:59:00,23,85,0,4,11,,,,,,,,,,,,,,,63,100
M4/2694B,02/01/2023 00:00:00,06:14:00,24,99,0,7,19,,,,,,,,,,,,,,,64,125
M4/2694B,02/01/2023 00:00:00,06:29:00,25,110,0,2,9,,,,,,,,,,,,,,,64,121
M4/2694B,02/01/2023 00:00:00,06:44:00,26,128,1,2,18,,,,,,,,,,,,,,,64,149
M4/2694B,02/01/2023 00:00:00,06:59:00,27,118,0,3,10,,,,,,,,,,,,,,,65,131
M4/2694B,02/01/2023 00:00:00,07:14:00,28,119,1,3,9,,,,,,,,,,,,,,,66,132
M4/2694B,02/01/2023 00:00:00,07:29:00,29,148,5,7,12,,,,,,,,,,,,,,,66,172
M4/2694B,02/01/2023 00:00:00,07:44:00,30,140,2,5,14,,,,,,,,,,,,,,,63,161
M4/2694B,02/01/2023 00:00:00,07:59:00,31,157,5,6,14,,,,,,,,,,,,,,,66,182
M4/2694B,02/01/2023 00:00:00,08:14:00,32,185,2,1,12,,,,,,,,,,,,,,,64,200
M4/2694B,02/01/2023 00:00:00,08:29:00,33,208,3,9,12,,,,,,,,,,,,,,,65,232
M4/2694B,02/01/2023 00:00:00,08:44:00,34,252,2,4,12,,,,,,,,,,,,,,,66,270
M4/2694B,02/01/2023 00:00:00,08:59:00,35,246,2,5,24,,,,,,,,,,,,,,,69,277
M4/2694B,02/01/2023 00:00:00,09:14:00,36,278,4,6,12,,,,,,,,,,,,,,,69,300
M4/2694B,02/01/2023 00:00:00,09:29:00,37,363,1,6,17,,,,,,,,,,,,,,,67,387
M4/2694B,02/01/2023 00:00:00,09:44:00,38,448,5,11,13,,,,,,,,,,,,,,,68,477
M4/2694B,02/01/2023 00:00:00,09:59:00,39,463,4,7,19,,,,,,,,,,,,,,,65,493
M4/2694B,02/01/2023 00:00:00,10:14:00,40,521,7,15,17,,,,,,,,,,,,,,,68,560
M4/2694B,02/01/2023 00:00:00,10:29:00,41,575,8,14,14,,,,,,,,,,,,,,,69,611
M4/2694B,02/01/2023 00:00:00,10:44:00,42,723,8,13,23,,,,,,,,,,,,,,,70,767
M4/2694B,02/01/2023 00:00:00,10:59:00,43,841,11,15,15,,,,,,,,,,,,,,,69,882
M4/2694B,02/01/2023 00:00:00,11:14:00,44,825,7,25,22,,,,,,,,,,,,,,,69,879
M4/2694B,02/01/2023 00:00:00,11:29:00,45,900,15,12,21,,,,,,,,,,,,,,,70,948
M4/2694B,02/01/2023 00:00:00,11:44:00,46,960,18,19,23,,,,,,,,,,,,,,,69,1020
M4/2694B,02/01/2023 00:00:00,11:59:00,47,980,15,23,23,,,,,,,,,,,,,,,69,1041
M4/2694B,02/01/2023 00:00:00,12:14:00,48,1033,20,24,17,,,,,,,,,,,,,,,69,1094
M4/2694B,02/01/2023 00:00:00,12:29:00,49,1095,7,28,20,,,,,,,,,,,,,,,68,1150
M4/2694B,02/01/2023 00:00:00,12:44:00,50,894,15,13,21,,,,,,,,,,,,,,,68,943
M4/2694B,02/01/2023 00:00:00,12:59:00,51,1072,12,22,24,,,,,,,,,,,,,,,69,1130
M4/2694B,02/01/2023 00:00:00,13:14:00,52,1103,12,23,24,,,,,,,,,,,,,,,69,1162
M4/2694B,02/01/2023 00:00:00,13:29:00,53,1046,18,31,22,,,,,,,,,,,,,,,69,1117
M4/2694B,02/01/2023 00:00:00,13:44:00,54,1003,13,26,11,,,,,,,,,,,,,,,68,1053
M4/2694B,02/01/2023 00:00:00,13:59:00,55,1072,16,25,14,,,,,,,,,,,,,,,68,1127
M4/2694B,02/01/2023 00:00:00,14:14:00,56,996,16,15,23,,,,,,,,,,,,,,,69,1050
M4/2694B,02/01/2023 00:00:00,14:29:00,57,1065,13,19,22,,,,,,,,,,,,,,,69,1119
M4/2694B,02/01/2023 00:00:00,14:44:00,58,1082,14,20,25,,,,,,,,,,,,,,,67,1141
M4/2694B,02/01/2023 00:00:00,14:59:00,59,1035,8,11,25,,,,,,,,,,,,,,,68,1079
M4/2694B,02/01/2023 00:00:00,15:14:00,60,1055,21,23,26,,,,,,,,,,,,,,,68,1125
M4/2694B,02/01/2023 00:00:00,15:29:00,61,1144,19,24,20,,,,,,,,,,,,,,,68,1207
M4/2694B,02/01/2023 00:00:00,15:44:00,62,1038,10,16,13,,,,,,,,,,,,,,,67,1077
M4/2694B,02/01/2023 00:00:00,15:59:00,63,1097,18,28,21,,,,,,,,,,,,,,,68,1164
M4/2694B,02/01/2023 00:00:00,16:14:00,64,1058,16,20,19,,,,,,,,,,,,,,,69,1113
M4/2694B,02/01/2023 00:00:00,16:29:00,65,954,17,23,14,,,,,,,,,,,,,,,67,1008
M4/2694B,02/01/2023 00:00:00,16:44:00,66,1002,14,22,20,,,,,,,,,,,,,,,67,1058
M4/2694B,02/01/2023 00:00:00,16:59:00,67,963,13,24,21,,,,,,,,,,,,,,,68,1021
M4/2694B,02/01/2023 00:00:00,17:14:00,68,874,13,19,24,,,,,,,,,,,,,,,68,930
M4/2694B,02/01/2023 00:00:00,17:29:00,69,873,12,14,19,,,,,,,,,,,,,,,68,918
M4/2694B,02/01/2023 00:00:00,17:44:00,70,706,20,29,30,,,,,,,,,,,,,,,68,785
M4/2694B,02/01/2023 00:00:00,17:59:00,71,796,37,25,18,,,,,,,,,,,,,,,39,876
M4/2694B,02/01/2023 00:00:00,18:14:00,72,793,7,21,14,,,,,,,,,,,,,,,37,835
M4/2694B,02/01/2023 00:00:00,18:29:00,73,756,17,21,20,,,,,,,,,,,,,,,38,814
M4/2694B,02/01/2023 00:00:00,18:44:00,74,737,16,24,20,,,,,,,,,,,,,,,38,797
M4/2694B,02/01/2023 00:00:00,18:59:00,75,589,14,16,12,,,,,,,,,,,,,,,37,631
M4/2694B,02/01/2023 00:00:00,19:14:00,76,562,17,17,12,,,,,,,,,,,,,,,38,608
M4/2694B,02/01/2023 00:00:00,19:29:00,77,588,15,22,14,,,,,,,,,,,,,,,39,639
M4/2694B,02/01/2023 00:00:00,19:44:00,78,565,7,21,23,,,,,,,,,,,,,,,38,616
M4/2694B,02/01/2023 00:00:00,19:59:00,79,448,11,13,31,,,,,,,,,,,,,,,42,503
M4/2694B,02/01/2023 00:00:00,20:14:00,80,476,4,16,10,,,,,,,,,,,,,,,39,506
M4/2694B,02/01/2023 00:00:00,20:29:00,81,429,7,8,20,,,,,,,,,,,,,,,40,464
M4/2694B,02/01/2023 00:00:00,20:44:00,82,446,7,15,19,,,,,,,,,,,,,,,39,487
M4/2694B,02/01/2023 00:00:00,20:59:00,83,308,6,7,23,,,,,,,,,,,,,,,40,344
M4/2694B,02/01/2023 00:00:00,21:14:00,84,306,4,10,14,,,,,,,,,,,,,,,40,334
M4/2694B,02/01/2023 00:00:00,21:29:00,85,272,8,10,11,,,,,,,,,,,,,,,40,301
M4/2694B,02/01/2023 00:00:00,21:44:00,86,213,6,7,17,,,,,,,,,,,,,,,41,243
M4/2694B,02/01/2023 00:00:00,21:59:00,87,204,7,7,19,,,,,,,,,,,,,,,42,237
M4/2694B,02/01/2023 00:00:00,22:14:00,88,195,4,8,14,,,,,,,,,,,,,,,42,221
M4/2694B,02/01/2023 00:00:00,22:29:00,89,176,2,6,12,,,,,,,,,,,,,,,59,196
M4/2694B,02/01/2023 00:00:00,22:44:00,90,143,1,3,12,,,,,,,,,,,,,,,63,159
M4/2694B,02/01/2023 00:00:00,22:59:00,91,117,3,4,13,,,,,,,,,,,,,,,63,137
M4/2694B,02/01/2023 00:00:00,23:14:00,92,89,3,1,8,,,,,,,,,,,,,,,65,101
M4/2694B,02/01/2023 00:00:00,23:29:00,93,80,1,1,11,,,,,,,,,,,,,,,62,93
M4/2694B,02/01/2023 00:00:00,23:44:00,94,64,0,2,19,,,,,,,,,,,,,,,63,85
M4/2694B,02/01/2023 00:00:00,23:59:00,95,44,1,3,7,,,,,,,,,,,,,,,63,55
M4/2694B,03/01/2023 00:00:00,00:14:00,0,43,0,2,13,,,,,,,,,,,,,,,63,58
M4/2694B,03/01/2023 00:00:00,00:29:00,1,44,1,0,9,,,,,,,,,,,,,,,63,54
M4/2694B,03/01/2023 00:00:00,00:44:00,2,49,0,1,8,,,,,,,,,,,,,,,62,58
M4/2694B,03/01/2023 00:00:00,00:59:00,3,43,1,1,8,,,,,,,,,,,,,,,62,53
M4/2694B,03/01/2023 00:00:00,01:14:00,4,26,0,4,18,,,,,,,,,,,,,,,61,48
M4/2694B,03/01/2023 00:00:00,01:29:00,5,45,1,3,15,,,,,,,,,,,,,,,61,64
M4/2694B,03/01/2023 00:00:00,01:44:00,6,35,0,5,9,,,,,,,,,,,,,,,62,49
M4/2694B,03/01/2023 00:00:00,01:59:00,7,41,1,1,15,,,,,,,,,,,,,,,64,58
M4/2694B,03/01/2023 00:00:00,02:14:00,8,22,0,2,9,,,,,,,,,,,,,,,62,33
M4/2694B,03/01/2023 00:00:00,02:29:00,9,33,1,5,8,,,,,,,,,,,,,,,61,47
M4/2694B,03/01/2023 00:00:00,02:44:00,10,38,1,1,12,,,,,,,,,,,,,,,62,52
M4/2694B,03/01/2023 00:00:00,02:59:00,11,34,2,1,13,,,,,,,,,,,,,,,63,50
M4/2694B,03/01/2023 00:00:00,03:14:00,12,26,0,3,18,,,,,,,,,,,,,,,61,47
M4/2694B,03/01/2023 00:00:00,03:29:00,13,36,1,0,11,,,,,,,,,,,,,,,63,48
M4/2694B,03/01/2023 00:00:00,03:44:00,14,36,0,2,12,,,,,,,,,,,,,,,63,50
M4/2694B,03/01/2023 00:00:00,03:59:00,15,47,2,5,9,,,,,,,,,,,,,,,63,63
M4/2694B,03/01/2023 00:00:00,04:14:00,16,58,1,5,18,,,,,,,,,,,,,,,64,82
M4/2694B,03/01/2023 00:00:00,04:29:00,17,72,2,6,10,,,,,,,,,,,,,,,64,90
M4/2694B,03/01/2023 00:00:00,04:44:00,18,93,1,2,23,,,,,,,,,,,,,,,63,119
M4/2694B,03/01/2023 00:00:00,04:59:00,19,95,1,12,19,,,,,,,,,,,,,,,64,127
M4/2694B,03/01/2023 00:00:00,05:14:00,20,142,1,12,23,,,,,,,,,,,,,,,66,178
M4/2694B,03/01/2023 00:00:00,05:29:00,21,174,1,10,18,,,,,,,,,,,,,,,65,203
M4/2694B,03/01/2023 00:00:00,05:44:00,22,248,2,15,37,,,,,,,,,,,,,,,66,302
M4/2694B,03/01/2023 00:00:00,05:59:00,23,303,4,16,26,,,,,,,,,,,,,,,66,349
M4/2694B,03/01/2023 00:00:00,06:14:00,24,371,8,16,28,,,,,,,,,,,,,,,65,423
M4/2694B,03/01/2023 00:00:00,06:29:00,25,487,10,18,29,,,,,,,,,,,,,,,66,544
M4/2694B,03/01/2023 00:00:00,06:44:00,26,585,8,22,47,,,,,,,,,,,,,,,67,662
M4/2694B,03/01/2023 00:00:00,06:59:00,27,652,16,30,42,,,,,,,,,,,,,,,67,740
M4/2694B,03/01/2023 00:00:00,07:14:00,28,701,16,37,42,,,,,,,,,,,,,,,68,796
M4/2694B,03/01/2023 00:00:00,07:29:00,29,849,21,44,33,,,,,,,,,,,,,,,65,947
M4/2694B,03/01/2023 00:00:00,07:44:00,30,852,11,41,33,,,,,,,,,,,,,,,67,937
M4/2694B,03/01/2023 00:00:00,07:59:00,31,852,22,36,53,,,,,,,,,,,,,,,66,963
M4/2694B,03/01/2023 00:00:00,08:14:00,32,831,5,40,63,,,,,,,,,,,,,,,65,939
M4/2694B,03/01/2023 00:00:00,08:29:00,33,841,13,45,45,,,,,,,,,,,,,,,68,944
M4/2694B,03/01/2023 00:00:00,08:44:00,34,758,29,33,39,,,,,,,,,,,,,,,66,859
M4/2694B,03/01/2023 00:00:00,08:59:00,35,584,9,36,36,,,,,,,,,,,,,,,67,665
M4/2694B,03/01/2023 00:00:00,09:14:00,36,600,16,32,40,,,,,,,,,,,,,,,67,688
M4/2694B,03/01/2023 00:00:00,09:29:00,37,515,13,36,58,,,,,,,,,,,,,,,66,622
M4/2694B,03/01/2023 00:00:00,09:44:00,38,500,12,30,43,,,,,,,,,,,,,,,67,585
M4/2694B,03/01/2023 00:00:00,09:59:00,39,547,14,39,49,,,,,,,,,,,,,,,67,649
M4/2694B,03/01/2023 00:00:00,10:14:00,40,513,17,38,44,,,,,,,,,,,,,,,66,612
M4/2694B,03/01/2023 00:00:00,10:29:00,41,537,17,31,49,,,,,,,,,,,,,,,67,634
M4/2694B,03/01/2023 00:00:00,10:44:00,42,526,15,29,70,,,,,,,,,,,,,,,67,640
M4/2694B,03/01/2023 00:00:00,10:59:00,43,565,16,26,47,,,,,,,,,,,,,,,66,654
M4/2694B,03/01/2023 00:00:00,11:14:00,44,570,18,39,72,,,,,,,,,,,,,,,67,699
M4/2694B,03/01/2023 00:00:00,11:29:00,45,607,12,25,60,,,,,,,,,,,,,,,67,704
M4/2694B,03/01/2023 00:00:00,11:44:00,46,608,24,29,51,,,,,,,,,,,,,,,68,712
M4/2694B,03/01/2023 00:00:00,11:59:00,47,601,20,36,62,,,,,,,,,,,,,,,67,719
M4/2694B,03/01/2023 00:00:00,12:14:00,48,631,16,30,69,,,,,,,,,,,,,,,65,746
M4/2694B,03/01/2023 00:00:00,12:29:00,49,632,16,47,65,,,,,,,,,,,,,,,66,760
M4/2694B,03/01/2023 00:00:00,12:44:00,50,692,17,40,58,,,,,,,,,,,,,,,67,807
M4/2694B,03/01/2023 00:00:00,12:59:00,51,658,19,40,57,,,,,,,,,,,,,,,65,774
M4/2694B,03/01/2023 00:00:00,13:14:00,52,679,25,32,53,,,,,,,,,,,,,,,66,789
M4/2694B,03/01/2023 00:00:00,13:29:00,53,686,21,35,65,,,,,,,,,,,,,,,66,807
M4/2694B,03/01/2023 00:00:00,13:44:00,54,693,22,29,57,,,,,,,,,,,,,,,66,801
M4/2694B,03/01/2023 00:00:00,13:59:00,55,699,14,19,32,,,,,,,,,,,,,,,66,764
M4/2694B,03/01/2023 00:00:00,14:14:00,56,726,15,38,50,,,,,,,,,,,,,,,65,829
M4/2694B,03/01/2023 00:00:00,14:29:00,57,713,14,43,66,,,,,,,,,,,,,,,66,836
M4/2694B,03/01/2023 00:00:00,14:44:00,58,753,15,31,70,,,,,,,,,,,,,,,67,869
