Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M4/2694A,01/01/2024 00:00:00,20:44:00,82,265,14,13,7,,,,,,,,,,,,,,,72,299
M4/2694A,01/01/2024 00:00:00,20:59:00,83,249,14,9,11,,,,,,,,,,,,,,,71,283
M4/2694A,01/01/2024 00:00:00,21:14:00,84,204,11,7,13,,,,,,,,,,,,,,,70,235
M4/2694A,01/01/2024 00:00:00,21:29:00,85,215,8,7,8,,,,,,,,,,,,,,,68,238
M4/2694A,01/01/2024 00:00:00,21:44:00,86,195,16,7,8,,,,,,,,,,,,,,,71,226
M4/2694A,01/01/2024 00:00:00,21:59:00,87,200,5,9,10,,,,,,,,,,,,,,,74,224
M4/2694A,01/01/2024 00:00:00,22:14:00,88,142,13,9,11,,,,,,,,,,,,,,,75,175
M4/2694A,01/01/2024 00:00:00,22:29:00,89,140,8,6,8,,,,,,,,,,,,,,,75,162
M4/2694A,01/01/2024 00:00:00,22:44:00,90,103,8,6,9,,,,,,,,,,,,,,,73,126
M4/2694A,01/01/2024 00:00:00,22:59:00,91,99,7,8,12,,,,,,,,,,,,,,,76,126
M4/2694A,01/01/2024 00:00:00,23:14:00,92,95,6,6,11,,,,,,,,,,,,,,,75,118
M4/2694A,01/01/2024 00:00:00,23:29:00,93,85,9,4,9,,,,,,,,,,,,,,,70,107
M4/2694A,01/01/2024 00:00:00,23:44:00,94,99,5,4,10,,,,,,,,,,,,,,,66,118
M4/2694A,01/01/2024 00:00:00,23:59:00,95,74,4,3,11,,,,,,,,,,,,,,,65,92
M4/2694A,02/01/2024 00:00:00,00:14:00,0,52,2,2,6,,,,,,,,,,,,,,,66,62
M4/2694A,02/01/2024 00:00:00,00:29:00,1,59,0,4,15,,,,,,,,,,,,,,,66,78
M4/2694A,02/01/2024 00:00:00,00:44:00,2,51,1,3,9,,,,,,,,,,,,,,,67,64
M4/2694A,02/01/2024 00:00:00,00:59:00,3,54,3,2,6,,,,,,,,,,,,,,,65,65
M4/2694A,02/01/2024 00:00:00,01:14:00,4,38,1,6,9,,,,,,,,,,,,,,,64,54
M4/2694A,02/01/2024 00:00:00,01:29:00,5,40,1,3,13,,,,,,,,,,,,,,,67,57
M4/2694A,02/01/2024 00:00:00,01:44:00,6,18,3,4,10,,,,,,,,,,,,,,,64,35
M4/2694A,02/01/2024 00:00:00,01:59:00,7,32,4,1,8,,,,,,,,,,,,,,,67,45
M4/2694A,02/01/2024 00:00:00,02:14:00,8,23,2,3,14,,,,,,,,,,,,,,,66,42
M4/2694A,02/01/2024 00:00:00,02:29:00,9,20,1,4,6,,,,,,,,,,,,,,,63,31
M4/2694A,02/01/2024 00:00:00,02:44:00,10,18,1,4,11,,,,,,,,,,,,,,,64,34
M4/2694A,02/01/2024 00:00:00,02:59:00,11,21,2,2,3,,,,,,,,,,,,,,,68,28
M4/2694A,02/01/2024 00:00:00,03:14:00,12,22,1,2,6,,,,,,,,,,,,,,,64,31
M4/2694A,02/01/2024 00:00:00,03:29:00,13,16,1,2,9,,,,,,,,,,,,,,,64,28
M4/2694A,02/01/2024 00:00:00,03:44:00,14,24,3,4,3,,,,,,,,,,,,,,,64,34
M4/2694A,02/01/2024 00:00:00,03:59:00,15,16,3,1,11,,,,,,,,,,,,,,,62,31
M4/2694A,02/01/2024 00:00:00,04:14:00,16,25,1,3,14,,,,,,,,,,,,,,,63,43
M4/2694A,02/01/2024 00:00:00,04:29:00,17,39,3,2,14,,,,,,,,,,,,,,,63,58
M4/2694A,02/01/2024 00:00:00,04:44:00,18,45,3,8,16,,,,,,,,,,,,,,,62,72
M4/2694A,02/01/2024 00:00:00,04:59:00,19,54,5,8,19,,,,,,,,,,,,,,,61,86
M4/2694A,02/01/2024 00:00:00,05:14:00,20,59,4,8,20,,,,,,,,,,,,,,,61,91
M4/2694A,02/01/2024 00:00:00,05:29:00,21,97,4,9,10,,,,,,,,,,,,,,,59,120
M4/2694A,02/01/2024 00:00:00,05:44:00,22,144,7,10,21,,,,,,,,,,,,,,,61,182
M4/2694A,02/01/2024 00:00:00,05:59:00,23,146,18,15,20,,,,,,,,,,,,,,,62,199
M4/2694A,02/01/2024 00:00:00,06:14:00,24,202,13,22,23,,,,,,,,,,,,,,,64,260
M4/2694A,02/01/2024 00:00:00,06:29:00,25,263,19,20,22,,,,,,,,,,,,,,,61,324
M4/2694A,02/01/2024 00:00:00,06:44:00,26,366,26,21,23,,,,,,,,,,,,,,,63,436
M4/2694A,02/01/2024 00:00:00,06:59:00,27,406,33,25,24,,,,,,,,,,,,,,,63,488
M4/2694A,02/01/2024 00:00:00,07:14:00,28,465,41,36,21,,,,,,,,,,,,,,,66,563
M4/2694A,02/01/2024 00:00:00,07:29:00,29,557,54,35,33,,,,,,,,,,,,,,,65,679
M4/2694A,02/01/2024 00:00:00,07:44:00,30,566,62,42,25,,,,,,,,,,,,,,,66,695
M4/2694A,02/01/2024 00:00:00,07:59:00,31,540,44,57,25,,,,,,,,,,,,,,,69,666
M4/2694A,02/01/2024 00:00:00,08:14:00,32,540,33,58,31,,,,,,,,,,,,,,,69,662
M4/2694A,02/01/2024 00:00:00,08:29:00,33,511,44,48,31,,,,,,,,,,,,,,,69,634
M4/2694A,02/01/2024 00:00:00,08:44:00,34,484,32,50,34,,,,,,,,,,,,,,,68,600
M4/2694A,02/01/2024 00:00:00,08:59:00,35,429,41,56,34,,,,,,,,,,,,,,,69,560
M4/2694A,02/01/2024 00:00:00,09:14:00,36,406,33,46,41,,,,,,,,,,,,,,,66,526
M4/2694A,02/01/2024 00:00:00,09:29:00,37,438,36,47,32,,,,,,,,,,,,,,,67,553
M4/2694A,02/01/2024 00:00:00,09:44:00,38,438,39,57,25,,,,,,,,,,,,,,,68,559
M4/2694A,02/01/2024 00:00:00,09:59:00,39,471,48,53,29,,,,,,,,,,,,,,,68,601
M4/2694A,02/01/2024 00:00:00,10:14:00,40,489,39,49,38,,,,,,,,,,,,,,,68,615
M4/2694A,02/01/2024 00:00:00,10:29:00,41,521,37,56,30,,,,,,,,,,,,,,,69,644
M4/2694A,02/01/2024 00:00:00,10:44:00,42,531,52,64,46,,,,,,,,,,,,,,,66,693
M4/2694A,02/01/2024 00:00:00,10:59:00,43,596,38,65,44,,,,,,,,,,,,,,,66,743
M4/2694A,02/01/2024 00:00:00,11:14:00,44,570,43,76,41,,,,,,,,,,,,,,,73,730
M4/2694A,02/01/2024 00:00:00,11:29:00,45,609,58,67,34,,,,,,,,,,,,,,,68,768
M4/2694A,02/01/2024 00:00:00,11:44:00,46,643,49,61,52,,,,,,,,,,,,,,,47,805
M4/2694A,02/01/2024 00:00:00,11:59:00,47,617,36,59,75,,,,,,,,,,,,,,,38,787
M4/2694A,02/01/2024 00:00:00,12:14:00,48,668,35,60,44,,,,,,,,,,,,,,,64,807
M4/2694A,02/01/2024 00:00:00,12:29:00,49,599,57,61,35,,,,,,,,,,,,,,,69,752
M4/2694A,02/01/2024 00:00:00,12:44:00,50,581,43,68,39,,,,,,,,,,,,,,,71,731
M4/2694A,02/01/2024 00:00:00,12:59:00,51,586,45,53,38,,,,,,,,,,,,,,,69,722
M4/2694A,02/01/2024 00:00:00,13:14:00,52,565,45,53,34,,,,,,,,,,,,,,,68,697
M4/2694A,02/01/2024 00:00:00,13:29:00,53,615,48,49,31,,,,,,,,,,,,,,,61,743
M4/2694A,02/01/2024 00:00:00,13:44:00,54,637,49,53,49,,,,,,,,,,,,,,,51,788
M4/2694A,02/01/2024 00:00:00,13:59:00,55,614,46,51,37,,,,,,,,,,,,,,,64,748
M4/2694A,02/01/2024 00:00:00,14:14:00,56,558,55,60,35,,,,,,,,,,,,,,,69,708
M4/2694A,02/01/2024 00:00:00,14:29:00,57,577,55,50,40,,,,,,,,,,,,,,,72,722
M4/2694A,02/01/2024 00:00:00,14:44:00,58,621,48,55,50,,,,,,,,,,,,,,,66,774
M4/2694A,02/01/2024 00:00:00,14:59:00,59,538,41,45,42,,,,,,,,,,,,,,,66,666
M4/2694A,02/01/2024 00:00:00,15:14:00,60,569,42,62,39,,,,,,,,,,,,,,,65,712
M4/2694A,02/01/2024 00:00:00,15:29:00,61,689,64,38,24,,,,,,,,,,,,,,,64,815
M4/2694A,02/01/2024 00:00:00,15:44:00,62,633,58,40,43,,,,,,,,,,,,,,,65,774
M4/2694A,02/01/2024 00:00:00,15:59:00,63,654,44,47,24,,,,,,,,,,,,,,,64,769
M4/2694A,02/01/2024 00:00:00,16:14:00,64,699,47,27,49,,,,,,,,,,,,,,,64,822
M4/2694A,02/01/2024 00:00:00,16:29:00,65,747,50,47,39,,,,,,,,,,,,,,,68,883
M4/2694A,02/01/2024 00:00:00,16:44:00,66,735,51,43,39,,,,,,,,,,,,,,,67,868
M4/2694A,02/01/2024 00:00:00,16:57:00,67,815,59,39,29,,,,,,,,,,,,,,,66,942
M4/2694A,02/01/2024 00:00:00,17:14:00,68,722,51,30,28,,,,,,,,,,,,,,,66,831
M4/2694A,02/01/2024 00:00:00,17:29:00,69,829,35,38,32,,,,,,,,,,,,,,,66,934
M4/2694A,02/01/2024 00:00:00,17:44:00,70,694,32,31,24,,,,,,,,,,,,,,,66,781
M4/2694A,02/01/2024 00:00:00,17:59:00,71,686,28,26,20,,,,,,,,,,,,,,,68,760
M4/2694A,02/01/2024 00:00:00,18:14:00,72,658,34,23,29,,,,,,,,,,,,,,,67,744
M4/2694A,02/01/2024 00:00:00,18:29:00,73,533,25,25,27,,,,,,,,,,,,,,,68,610
M4/2694A,02/01/2024 00:00:00,18:44:00,74,444,22,26,39,,,,,,,,,,,,,,,67,531
M4/2694A,02/01/2024 00:00:00,18:59:00,75,468,26,22,27,,,,,,,,,,,,,,,68,543
M4/2694A,02/01/2024 00:00:00,19:14:00,76,338,22,14,27,,,,,,,,,,,,,,,67,401
M4/2694A,02/01/2024 00:00:00,19:29:00,77,365,15,17,21,,,,,,,,,,,,,,,69,418
M4/2694A,02/01/2024 00:00:00,19:44:00,78,327,17,12,14,,,,,,,,,,,,,,,67,370
M4/2694A,02/01/2024 00:00:00,19:59:00,79,315,16,13,25,,,,,,,,,,,,,,,66,369
M4/2694A,02/01/2024 00:00:00,20:14:00,80,266,12,12,25,,,,,,,,,,,,,,,65,315
M4/2694A,02/01/2024 00:00:00,20:29:00,81,291,8,13,15,,,,,,,,,,,,,,,66,327
M4/2694A,02/01/2024 00:00:00,20:44:00,82,224,6,10,20,,,,,,,,,,,,,,,66,260
M4/2694A,02/01/2024 00:00:00,20:59:00,83,259,14,10,16,,,,,,,,,,,,,,,66,299
M4/2694A,02/01/2024 00:00:00,21:14:00,84,213,5,3,23,,,,,,,,,,,,,,,67,244
M4/2694A,02/01/2024 00:00:00,21:29:00,85,207,7,5,17,,,,,,,,,,,,,,,68,236
M4/2694A,02/01/2024 00:00:00,21:44:00,86,232,7,12,23,,,,,,,,,,,,,,,68,274
M4/2694A,02/01/2024 00:00:00,21:59:00,87,199,9,6,16,,,,,,,,,,,,,,,67,230
M4/2694A,02/01/2024 00:00:00,22:14:00,88,167,4,9,22,,,,,,,,,,,,,,,68,202
M4/2694A,02/01/2024 00:00:00,22:29:00,89,177,16,11,18,,,,,,,,,,,,,,,65,222
M4/2694A,02/01/2024 00:00:00,22:44:00,90,153,2,6,18,,,,,,,,,,,,,,,61,179
M4/2694A,02/01/2024 00:00:00,22:59:00,91,133,6,6,16,,,,,,,,,,,,,,,64,161
M4/2694A,02/01/2024 00:00:00,23:14:00,92,124,10,5,18,,,,,,,,,,,,,,,58,157
M4/2694A,02/01/2024 00:00:00,23:29:00,93,115,3,6,21,,,,,,,,,,,,,,,61,145
M4/2694A,02/01/2024 00:00:00,23:44:00,94,109,2,4,19,,,,,,,,,,,,,,,66,134
M4/2694A,02/01/2024 00:00:00,23:59:00,95,90,4,7,18,,,,,,,,,,,,,,,65,119
M4/2694A,03/01/2024 00:00:00,00:14:00,0,85,4,6,21,,,,,,,,,,,,,,,65,116
M4/2694A,03/01/2024 00:00:00,00:29:00,1,74,4,2,23,,,,,,,,,,,,,,,65,103
M4/2694A,03/01/2024 00:00:00,00:44:00,2,65,3,4,17,,,,,,,,,,,,,,,66,89
M4/2694A,03/01/2024 00:00:00,00:59:00,3,64,5,5,13,,,,,,,,,,,,,,,66,87
M4/2694A,03/01/2024 00:00:00,01:14:00,4,48,1,6,19,,,,,,,,,,,,,,,66,74
M4/2694A,03/01/2024 00:00:00,01:29:00,5,47,4,2,23,,,,,,,,,,,,,,,62,76
M4/2694A,03/01/2024 00:00:00,01:44:00,6,41,3,2,20,,,,,,,,,,,,,,,60,66
M4/2694A,03/01/2024 00:00:00,01:59:00,7,46,1,9,18,,,,,,,,,,,,,,,60,74
M4/2694A,03/01/2024 00:00:00,02:14:00,8,40,6,8,20,,,,,,,,,,,,,,,59,74
M4/2694A,03/01/2024 00:00:00,02:29:00,9,31,5,2,14,,,,,,,,,,,,,,,56,52
M4/2694A,03/01/2024 00:00:00,02:44:00,10,24,3,3,11,,,,,,,,,,,,,,,57,41
M4/2694A,03/01/2024 00:00:00,02:59:00,11,36,7,7,18,,,,,,,,,,,,,,,52,68
M4/2694A,03/01/2024 00:00:00,03:14:00,12,24,3,4,17,,,,,,,,,,,,,,,53,48
M4/2694A,03/01/2024 00:00:00,03:29:00,13,26,1,9,13,,,,,,,,,,,,,,,52,49
M4/2694A,03/01/2024 00:00:00,03:44:00,14,26,4,5,13,,,,,,,,,,,,,,,54,48
M4/2694A,03/01/2024 00:00:00,03:59:00,15,30,2,3,17,,,,,,,,,,,,,,,53,52
M4/2694A,03/01/2024 00:00:00,04:14:00,16,22,2,4,15,,,,,,,,,,,,,,,52,43
M4/2694A,03/01/2024 00:00:00,04:29:00,17,39,3,4,20,,,,,,,,,,,,,,,55,66
M4/2694A,03/01/2024 00:00:00,04:44:00,18,54,4,9,16,,,,,,,,,,,,,,,55,83
M4/2694A,03/01/2024 00:00:00,04:59:00,19,65,10,5,17,,,,,,,,,,,,,,,57,97
M4/2694A,03/01/2024 00:00:00,05:14:00,20,72,6,1,21,,,,,,,,,,,,,,,58,100
M4/2694A,03/01/2024 00:00:00,05:29:00,21,100,10,7,24,,,,,,,,,,,,,,,54,141
M4/2694A,03/01/2024 00:00:00,05:44:00,22,172,10,13,18,,,,,,,,,,,,,,,58,213
M4/2694A,03/01/2024 00:00:00,05:59:00,23,163,13,10,36,,,,,,,,,,,,,,,58,222
M4/2694A,03/01/2024 00:00:00,06:14:00,24,228,24,15,39,,,,,,,,,,,,,,,61,306
M4/2694A,03/01/2024 00:00:00,06:29:00,25,283,32,20,38,,,,,,,,,,,,,,,63,373
M4/2694A,03/01/2024 00:00:00,06:44:00,26,457,37,33,42,,,,,,,,,,,,,,,62,569
M4/2694A,03/01/2024 00:00:00,06:59:00,27,452,36,42,43,,,,,,,,,,,,,,,61,573
M4/2694A,03/01/2024 00:00:00,07:14:00,28,518,54,39,45,,,,,,,,,,,,,,,64,656
M4/2694A,03/01/2024 00:00:00,07:29:00,29,607,66,31,47,,,,,,,,,,,,,,,64,751
M4/2694A,03/01/2024 00:00:00,07:44:00,30,592,56,39,33,,,,,,,,,,,,,,,65,720
M4/2694A,03/01/2024 00:00:00,07:59:00,31,668,58,31,29,,,,,,,,,,,,,,,65,786
M4/2694A,03/01/2024 00:00:00,08:14:00,32,759,63,60,42,,,,,,,,,,,,,,,66,924
M4/2694A,03/01/2024 00:00:00,08:29:00,33,596,47,49,35,,,,,,,,,,,,,,,65,727
M4/2694A,03/01/2024 00:00:00,08:44:00,34,638,60,51,54,,,,,,,,,,,,,,,66,803
M4/2694A,03/01/2024 00:00:00,08:59:00,35,583,38,44,41,,,,,,,,,,,,,,,65,706
M4/2694A,03/01/2024 00:00:00,09:14:00,36,491,44,29,45,,,,,,,,,,,,,,,65,609
M4/2694A,03/01/2024 00:00:00,09:29:00,37,455,41,36,32,,,,,,,,,,,,,,,64,564
M4/2694A,03/01/2024 00:00:00,09:44:00,38,497,45,33,51,,,,,,,,,,,,,,,64,626
M4/2694A,03/01/2024 00:00:00,09:59:00,39,462,47,38,50,,,,,,,,,,,,,,,65,597
M4/2694A,03/01/2024 00:00:00,10:14:00,40,467,51,38,58,,,,,,,,,,,,,,,62,614
M4/2694A,03/01/2024 00:00:00,10:29:00,41,482,43,28,45,,,,,,,,,,,,,,,66,598
M4/2694A,03/01/2024 00:00:00,10:44:00,42,582,43,42,51,,,,,,,,,,,,,,,66,718
M4/2694A,03/01/2024 00:00:00,10:59:00,43,544,41,53,48,,,,,,,,,,,,,,,64,686
M4/2694A,03/01/2024 00:00:00,11:14:00,44,548,56,56,49,,,,,,,,,,,,,,,64,709
M4/2694A,03/01/2024 00:00:00,11:29:00,45,539,57,61,33,,,,,,,,,,,,,,,64,690
M4/2694A,03/01/2024 00:00:00,11:44:00,46,621,53,47,42,,,,,,,,,,,,,,,65,763
M4/2694A,03/01/2024 00:00:00,11:59:00,47,560,47,40,50,,,,,,,,,,,,,,,65,697
M4/2694A,03/01/2024 00:00:00,12:14:00,48,609,39,53,60,,,,,,,,,,,,,,,66,761
M4/2694A,03/01/2024 00:00:00,12:29:00,49,581,46,62,62,,,,,,,,,,,,,,,65,751
M4/2694A,03/01/2024 00:00:00,12:44:00,50,556,48,42,47,,,,,,,,,,,,,,,66,693
M4/2694A,03/01/2024 00:00:00,12:59:00,51,541,36,52,36,,,,,,,,,,,,,,,65,665
M4/2694A,03/01/2024 00:00:00,13:14:00,52,597,46,48,39,,,,,,,,,,,,,,,65,730
M4/2694A,03/01/2024 00:00:00,13:29:00,53,609,47,38,46,,,,,,,,,,,,,,,67,740
M4/2694A,03/01/2024 00:00:00,13:44:00,54,585,42,49,48,,,,,,,,,,,,,,,67,724
M4/2694A,03/01/2024 00:00:00,13:59:00,55,580,34,53,41,,,,,,,,,,,,,,,66,708
M4/2694A,03/01/2024 00:00:00,14:14:00,56,567,52,38,58,,,,,,,,,,,,,,,66,715
M4/2694A,03/01/2024 00:00:00,14:29:00,57,542,40,31,40,,,,,,,,,,,,,,,65,653
M4/2694A,03/01/2024 00:00:00,14:44:00,58,541,38,58,39,,,,,,,,,,,,,,,66,676
M4/2694A,03/01/2024 00:00:00,14:59:00,59,542,53,40,43,,,,,,,,,,,,,,,69,678
